alimento_id;nome_alimento;umidade;energia_kcal;energia_kj;proteina;lipidios;colesterol;carboidrato;fibra_alimentar;calcio;magnesio;manganes;fosforo;ferro;sodio;potassio;cobre;zinco;retinol;vitamina_a_re;vitamina_a_rae;tiamina;riboflavina;piridoxina;niacina;vitamina_c;categoria;subcategoria;criado_por_usuario;ativo
224;" Mamão, doce em calda, drenado";45.53;195.63;818.51;0.19;0.07;\N;54.00;1.31;20.01;5.81;0.02;4.48;0.11;2.91;68.24;0.02;0.07;\N;\N;\N;0.03;\N;\N;\N;3.90;10;18;FALSE;TRUE
225;"Mamão, Formosa, cru";86.93;45.34;189.71;0.82;0.12;\N;11.55;1.81;24.87;17.32;0.04;10.86;0.23;3.26;221.80;1.36;0.07;\N;148.00;74.00;0.03;0.03;\N;\N;78.53;3;50;FALSE;TRUE
226;"Mamão, Papaia, cru";88.58;40.16;168.02;0.46;0.12;\N;10.44;1.04;22.42;22.18;0.01;10.67;0.19;1.63;126.15;0.02;0.07;\N;118.00;59.00;0.03;0.04;\N;1.03;82.21;3;50;FALSE;TRUE
227;" Mamão verde, doce em calda, drenado";41.88;209.38;876.03;0.32;0.10;\N;57.64;1.23;12.44;4.54;0.04;3.23;0.15;4.74;8.67;0.02;0.02;\N;\N;\N;\N;\N;\N;\N;\N;10;18;FALSE;TRUE
228;"Manga, Haden, crua";82.29;63.50;265.69;0.41;0.26;\N;16.66;1.58;11.66;7.82;0.17;9.30;0.10;0.55;147.88;0.10;0.07;\N;162.00;81.00;0.02;0.06;0.05;\N;17.41;3;50;FALSE;TRUE
229;"Manga, Palmer, crua";79.74;72.49;303.28;0.41;0.17;\N;19.35;1.63;11.64;8.73;0.05;14.01;0.09;1.86;156.53;0.09;0.09;\N;786.92;393.46;0.09;0.03;\N;\N;65.52;3;50;FALSE;TRUE
230;"Manga, polpa, congelada";86.50;48.31;202.11;0.38;0.23;\N;12.52;1.07;7.12;9.49;0.12;9.11;0.09;6.73;131.37;0.06;0.07;\N;\N;\N;\N;0.07;0.03;\N;24.90;3;50;FALSE;TRUE
231;"Manga, Tommy Atkins, crua";85.81;50.69;212.10;0.86;0.22;\N;12.77;2.07;7.64;7.40;0.34;13.78;0.08;\N;138.37;0.06;0.08;\N;118.00;59.00;\N;0.04;0.03;\N;7.94;3;50;FALSE;TRUE
232;"Maracujá, cru";82.85;68.44;286.35;1.99;2.10;\N;12.26;1.14;5.39;27.97;0.12;50.69;0.56;1.58;338.42;0.19;0.39;\N;114.00;57.00;\N;0.05;0.05;\N;19.84;3;50;FALSE;TRUE
233;"Maracujá, polpa, congelada";88.90;38.76;162.17;0.81;0.18;\N;9.60;0.51;4.61;9.70;0.07;15.26;0.29;8.10;227.91;0.05;0.19;\N;\N;\N;\N;0.09;0.06;\N;7.26;3;50;FALSE;TRUE
234;"Maracujá, suco concentrado, envasado";88.94;41.97;175.59;0.77;0.19;\N;9.64;0.35;4.16;4.16;0.07;13.90;0.35;21.69;200.70;0.05;0.14;\N;\N;\N;\N;0.08;0.05;1.92;13.68;3;50;FALSE;TRUE
235;"Melancia, crua";90.67;32.61;136.43;0.88;\N;\N;8.14;0.12;7.72;9.63;0.14;12.18;0.23;\N;104.03;0.04;0.10;\N;61.00;30.50;\N;\N;\N;\N;6.15;3;50;FALSE;TRUE
236;"Melão, cru";91.28;29.37;122.88;0.68;\N;\N;7.53;0.25;2.86;5.95;0.05;10.14;0.23;11.17;216.00;0.04;0.09;\N;2.00;1.00;\N;\N;0.02;\N;8.68;3;50;FALSE;TRUE
237;"Mexerica, Murcote, crua";83.65;57.59;240.97;0.88;0.13;\N;14.86;3.07;33.07;12.30;0.05;19.50;0.07;1.17;158.54;0.06;0.10;\N;\N;\N;0.08;0.07;0.05;\N;21.80;3;50;FALSE;TRUE
238;"Mexerica, Rio, crua";89.57;36.87;154.27;0.65;0.13;\N;9.34;2.73;17.18;8.21;0.05;13.70;0.09;1.82;124.99;0.07;0.15;\N;\N;\N;0.03;\N;\N;\N;111.97;3;50;FALSE;TRUE
239;"Morango, cru";91.53;30.15;126.14;0.89;0.31;\N;6.82;1.72;10.90;9.67;0.33;22.43;0.32;\N;184.40;0.06;0.18;\N;\N;\N;\N;0.03;0.03;\N;63.60;3;50;FALSE;TRUE
240;"Nêspera, crua";87.76;42.54;177.98;0.31;\N;\N;11.53;2.96;19.69;9.72;0.07;10.08;0.15;\N;112.85;0.12;0.12;\N;170.00;85.00;\N;\N;\N;\N;3.16;3;50;FALSE;TRUE
241;"Pequi, cru";65.89;204.97;857.58;2.34;17.97;\N;12.97;19.04;32.44;29.77;0.64;33.75;0.27;\N;297.79;0.21;0.96;\N;60.00;30.00;0.17;0.48;0.06;2.57;8.28;3;50;FALSE;TRUE
242;"Pêra, Park, crua";83.19;60.59;253.50;0.24;0.23;\N;16.07;2.98;8.71;6.12;0.04;11.71;0.32;0.98;102.22;0.08;0.07;\N;\N;\N;0.06;\N;\N;\N;2.36;3;50;FALSE;TRUE
243;"Pêra, Williams, crua";85.03;53.31;223.05;0.57;0.11;\N;14.02;3.01;8.28;5.78;0.04;11.77;0.09;\N;115.87;0.07;0.08;\N;\N;\N;\N;\N;\N;\N;2.83;3;50;FALSE;TRUE
244;"Pêssego, Aurora, cru";89.32;36.33;151.99;0.83;\N;\N;9.32;1.42;3.23;4.44;0.05;15.44;0.22;\N;123.79;0.02;0.06;\N;\N;\N;0.05;\N;\N;\N;3.25;3;50;FALSE;TRUE
245;"Pêssego, enlatado, em calda";82.19;63.14;264.19;0.71;\N;\N;16.88;1.02;4.10;4.04;0.03;8.81;0.60;3.20;94.72;0.04;0.09;\N;47.54;23.77;\N;\N;\N;\N;\N;10;18;FALSE;TRUE
246;"Pinha, crua";75.05;88.47;370.17;1.49;0.32;\N;22.45;3.36;20.88;30.54;0.15;34.40;0.21;1.34;283.05;0.11;0.24;\N;\N;\N;0.12;0.04;0.09;\N;35.90;3;50;FALSE;TRUE
247;"Pitanga, crua";88.29;41.42;173.28;0.93;0.17;\N;10.24;3.24;17.88;12.23;0.36;13.14;0.40;1.70;113.44;0.08;0.35;\N;154.00;77.00;0.03;0.10;\N;\N;24.87;3;50;FALSE;TRUE
248;"Pitanga, polpa, congelada";94.57;19.11;79.94;0.29;0.12;\N;4.76;0.74;7.80;6.20;0.05;12.22;0.37;5.03;87.31;0.06;0.09;\N;145.54;72.77;\N;\N;\N;\N;\N;3;50;FALSE;TRUE
249;"Romã, crua";83.99;55.74;233.21;0.40;\N;\N;15.11;0.44;4.75;12.70;0.13;40.27;0.26;0.59;484.57;0.19;0.67;\N;\N;\N;0.12;0.17;0.05;\N;8.12;3;50;FALSE;TRUE
250;"Tamarindo, cru";21.95;275.70;1153.51;3.21;0.46;\N;72.53;6.45;37.10;59.11;0.34;54.59;0.55;0.36;722.99;0.29;0.67;\N;\N;\N;0.31;\N;0.10;\N;7.25;3;50;FALSE;TRUE
251;"Tangerina, Poncã, crua";89.22;37.83;158.22;0.85;0.07;\N;9.61;0.94;12.89;7.73;0.04;12.45;0.11;\N;131.44;0.03;\N;\N;47.38;23.69;0.06;0.02;0.02;\N;48.82;3;50;FALSE;TRUE
252;"Tangerina, Poncã, suco";90.44;36.11;150.98;0.52;\N;\N;8.80;\N;4.28;6.46;0.02;9.02;\N;\N;119.00;0.02;\N;\N;51.17;25.58;0.06;\N;0.03;\N;41.75;3;50;FALSE;TRUE
253;"Tucumã, cru";51.26;262.02;1096.27;2.09;19.08;\N;26.47;12.65;46.34;121.01;0.55;52.55;0.57;3.89;401.17;0.39;0.87;\N;2362.64;1181.32;0.04;\N;0.11;\N;17.99;3;50;FALSE;TRUE
254;"Umbu, cru";89.25;37.02;154.88;0.84;\N;\N;9.40;1.98;11.56;11.35;0.03;13.38;0.09;\N;151.83;0.04;0.42;\N;\N;\N;0.05;0.06;0.03;\N;24.06;3;50;FALSE;TRUE
255;"Umbu, polpa, congelada";90.19;33.94;142.02;0.51;0.07;\N;8.79;1.34;10.71;8.12;0.05;12.68;0.21;5.77;153.88;0.04;0.07;\N;\N;\N;\N;0.06;\N;\N;3.95;3;50;FALSE;TRUE
256;"Uva, Itália, crua";84.97;52.87;221.16;0.75;0.20;\N;13.57;0.92;6.66;4.98;0.13;12.12;0.14;\N;161.94;0.11;\N;\N;5.33;2.67;\N;\N;0.03;\N;3.29;3;50;FALSE;TRUE
257;"Uva, Rubi, crua";86.08;49.06;205.27;0.61;0.16;\N;12.70;0.93;7.62;5.83;0.07;22.79;0.17;7.92;158.89;0.05;\N;\N;\N;\N;0.02;0.02;\N;\N;1.86;3;50;FALSE;TRUE
258;"Uva, suco concentrado, envasado";85.13;57.66;241.23;\N;\N;\N;14.71;0.23;9.32;7.06;0.20;10.02;0.12;9.58;53.73;0.13;0.05;\N;\N;\N;0.07;0.02;0.05;\N;20.97;3;50;FALSE;TRUE
259;"Azeite, de dendê";\N;884.00;3698.66;\N;100.00;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;11;71;FALSE;TRUE
260;"Azeite, de oliva, extra virgem";\N;884.00;3698.66;\N;100.00;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;11;71;FALSE;TRUE
261;"Manteiga, com sal";15.79;725.97;3037.45;0.41;82.36;200.55;0.06;\N;9.42;1.47;\N;27.70;0.15;578.69;14.78;\N;\N;923.55;\N;\N;\N;\N;\N;\N;\N;11;66;FALSE;TRUE
262;"Manteiga, sem sal";13.63;757.54;3169.55;0.40;86.04;213.95;0.00;\N;3.61;1.43;\N;7.07;\N;3.85;5.20;0.04;\N;1013.09;\N;\N;\N;\N;\N;\N;\N;11;66;FALSE;TRUE
263;"Margarina, com óleo hidrogenado, com sal (65% de lipídeos)";32.23;596.12;2494.16;\N;67.43;\N;0.00;\N;5.56;1.13;\N;7.26;0.09;894.04;21.42;\N;\N;462.12;\N;\N;\N;\N;\N;\N;\N;11;66;FALSE;TRUE
264;"Margarina, com óleo hidrogenado, sem sal (80% de lipídeos)";19.59;722.53;3023.05;\N;81.73;\N;0.00;\N;2.60;0.54;\N;3.75;0.05;77.89;1.77;\N;\N;534.38;\N;\N;\N;\N;\N;\N;\N;11;66;FALSE;TRUE
265;"Margarina, com óleo interesterificado, com sal (65%de lipídeos)";31.97;594.45;2487.19;\N;67.25;\N;0.00;\N;4.54;1.23;\N;5.97;\N;560.80;14.71;\N;\N;385.39;\N;\N;\N;\N;\N;\N;\N;11;66;FALSE;TRUE
266;"Margarina, com óleo interesterificado, sem sal (65% de lipídeos)";33.37;593.14;2481.69;\N;67.10;\N;0.00;\N;4.96;1.15;\N;7.16;0.08;33.19;4.73;\N;\N;245.10;\N;\N;\N;\N;\N;\N;\N;11;66;FALSE;TRUE
267;"Óleo, de babaçu";\N;884.00;3698.66;\N;100.00;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;11;71;FALSE;TRUE
268;"Óleo, de canola";\N;884.00;3698.66;\N;100.00;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;11;71;FALSE;TRUE
269;"Óleo, de girassol";\N;884.00;3698.66;\N;100.00;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;11;71;FALSE;TRUE
270;"Óleo, de milho";\N;884.00;3698.66;\N;100.00;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;11;71;FALSE;TRUE
271;"Óleo, de pequi";\N;884.00;3698.66;\N;100.00;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;11;71;FALSE;TRUE
272;"Óleo, de soja";\N;884.00;3698.66;\N;100.00;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;11;71;FALSE;TRUE
273;"Abadejo, filé, congelado, assado";74.32;111.62;467.00;23.53;1.24;102.80;0.00;\N;22.61;20.25;\N;337.86;0.53;334.39;155.64;0.03;0.51;\N;\N;\N;\N;\N;\N;0.44;\N;9;78;FALSE;TRUE
274;"Abadejo, filé, congelado,cozido";79.73;91.10;381.18;19.35;0.94;86.86;0.00;\N;16.73;15.74;\N;350.70;0.33;189.34;145.67;0.03;0.44;\N;\N;\N;\N;\N;\N;\N;\N;9;78;FALSE;TRUE
275;"Abadejo, filé, congelado, cru";86.42;59.11;247.33;13.08;0.36;31.41;0.00;\N;10.17;14.50;0.01;90.54;0.11;78.52;148.35;0.14;0.39;\N;\N;\N;0.04;\N;\N;4.60;\N;9;78;FALSE;TRUE
276;"Abadejo, filé, congelado, grelhado";70.96;129.64;542.43;27.61;1.30;135.85;0.00;\N;20.17;22.11;\N;581.13;0.33;305.09;278.64;\N;0.44;5.69;5.69;5.69;0.03;\N;\N;0.44;\N;9;78;FALSE;TRUE
277;"Atum, conserva em óleo";64.50;165.91;694.17;26.19;6.00;52.94;0.00;\N;6.52;29.48;\N;211.01;1.23;362.15;279.86;0.04;0.59;\N;\N;\N;0.15;0.03;\N;3.17;\N;9;78;FALSE;TRUE
278;"Atum, fresco, cru";73.05;117.50;491.62;25.68;0.87;47.80;0.00;\N;6.69;32.23;\N;253.86;1.27;30.30;307.76;0.09;0.40;20.30;20.30;20.00;\N;0.04;\N;5.94;\N;9;78;FALSE;TRUE
279;"Bacalhau, salgado, cru";47.89;135.89;568.58;29.04;1.32;138.88;0.00;\N;156.97;49.47;0.03;186.21;0.85;13585.06;433.90;0.09;0.67;\N;\N;\N;\N;0.21;\N;\N;\N;9;78;FALSE;TRUE
280;"Bacalhau, salgado, refogado";65.91;139.66;584.34;23.98;3.61;111.97;1.22;\N;59.12;15.06;\N;51.34;0.15;1256.28;50.22;0.04;0.56;\N;\N;\N;0.03;0.05;\N;5.17;\N;9;78;FALSE;TRUE
281;"Cação, posta, com farinha de trigo, frita";60.62;208.33;871.66;24.95;9.95;74.91;3.10;0.54;30.44;25.51;0.06;461.57;1.00;160.03;419.89;\N;0.55;17.38;17.38;17.38;\N;\N;\N;0.77;\N;9;78;FALSE;TRUE
282;"Cação, posta, cozida";75.93;116.01;485.40;25.59;0.75;83.25;0.00;\N;10.32;21.12;\N;203.71;0.32;114.91;248.64;0.03;0.61;11.62;11.62;12.00;\N;0.04;\N;9.77;\N;9;78;FALSE;TRUE
283;"Cação, posta, crua";81.38;83.33;348.67;17.85;0.79;36.13;0.00;\N;8.70;19.30;0.04;181.45;0.20;176.02;299.02;0.13;0.32;6.00;6.00;6.00;0.04;\N;\N;1.31;\N;9;78;FALSE;TRUE
284;"Camarão, Rio Grande, grande, cozido";78.71;90.01;376.62;18.97;1.00;240.85;0.00;\N;89.74;18.91;0.06;265.85;1.28;366.55;101.74;0.17;1.24;\N;\N;\N;\N;\N;\N;1.07;\N;9;39;FALSE;TRUE
285;"Camarão, Rio Grande, grande, cru";89.13;47.18;197.42;9.99;0.50;123.99;0.00;\N;51.12;27.37;0.04;233.92;0.67;201.13;72.01;0.11;0.71;20.00;20.00;20.00;\N;\N;\N;\N;\N;9;39;FALSE;TRUE
286;"Camarão, Sete Barbas, sem cabeça, com casca, frito";61.04;231.25;967.53;18.39;15.62;283.14;2.88;\N;959.70;73.97;0.38;336.99;2.44;99.06;106.77;0.19;1.10;\N;\N;\N;0.05;\N;\N;0.35;\N;9;39;FALSE;TRUE
287;"Caranguejo, cozido";77.00;82.72;346.11;18.48;0.42;84.61;0.00;\N;357.15;52.23;0.07;153.69;2.86;360.11;185.83;0.72;5.65;\N;\N;\N;0.04;0.31;\N;4.17;\N;9;39;FALSE;TRUE
288;"Corimba, cru";75.64;128.16;536.20;17.37;5.99;40.23;-0.03;\N;40.05;22.77;0.02;190.07;0.50;47.01;316.74;0.03;0.40;\N;\N;\N;\N;\N;\N;1.87;\N;9;78;FALSE;TRUE
289;"Corimbatá, assado";59.93;261.45;1093.92;19.90;19.57;80.09;0.00;\N;22.30;24.21;0.01;220.64;0.97;40.43;326.50;0.03;0.75;\N;\N;\N;0.13;0.06;\N;2.70;\N;9;78;FALSE;TRUE
290;"Corimbatá, cozido";64.56;238.70;998.70;20.13;16.93;74.62;0.00;\N;64.69;22.83;0.02;185.27;0.62;37.17;253.99;0.05;0.95;\N;\N;\N;\N;\N;\N;2.09;\N;9;78;FALSE;TRUE
291;"Corvina de água doce, crua";79.25;101.01;422.62;18.92;2.24;73.11;0.00;\N;39.43;24.50;0.02;153.82;0.26;45.09;293.02;0.02;0.36;8.12;8.12;8.12;\N;0.08;\N;\N;\N;9;78;FALSE;TRUE
292;"Corvina do mar, crua";79.35;94.00;391.52;18.57;1.58;67.07;0.00;\N;\N;23.75;0.01;183.08;0.38;67.97;338.70;0.03;0.36;65.02;65.02;65.02;0.12;0.05;\N;2.62;\N;9;78;FALSE;TRUE
293;"Corvina grande, assada";69.03;146.53;613.07;26.77;3.57;117.05;0.00;\N;60.23;24.10;0.03;175.90;0.54;85.35;291.46;0.02;0.67;\N;\N;\N;0.11;0.10;\N;4.23;\N;9;78;FALSE;TRUE
294;"Corvina grande, cozida";73.61;100.08;418.73;23.44;2.56;122.56;0.00;\N;69.37;22.22;0.02;163.56;0.58;68.39;194.04;0.03;0.69;6.28;6.28;6.28;\N;0.03;\N;0.77;\N;9;78;FALSE;TRUE
295;"Dourada de água doce, fresca";76.16;131.21;548.98;18.81;5.64;51.99;0.00;\N;12.13;26.26;0.01;189.27;0.15;40.30;392.51;0.02;0.48;\N;\N;\N;\N;\N;\N;3.70;\N;9;78;FALSE;TRUE
296;"Lambari, congelado, cru";71.89;130.84;547.44;16.81;6.55;158.66;0.00;\N;1181.28;44.69;0.28;696.15;0.91;47.92;244.40;0.09;3.34;4.31;4.31;4.31;0.05;\N;\N;3.30;\N;9;78;FALSE;TRUE
297;"Lambari, congelado, frito";40.14;326.87;1367.62;28.43;22.78;246.32;0.00;\N;1881.04;66.29;0.34;1067.28;0.81;64.55;331.17;0.31;5.63;9.45;9.45;9.45;0.25;0.03;0.04;8.93;\N;9;78;FALSE;TRUE
298;"Lambari, fresco, cru";72.17;151.60;634.29;15.65;9.40;144.25;0.00;\N;590.27;31.61;0.41;440.93;0.63;41.11;207.36;0.05;2.42;\N;\N;\N;\N;0.03;0.07;1.86;\N;9;78;FALSE;TRUE
299;"Manjuba, com farinha de trigo, frita";41.31;343.55;1437.42;23.45;22.59;281.76;10.24;0.36;763.31;46.90;0.36;577.94;3.04;36.52;319.27;0.15;3.77;29.94;29.94;29.94;0.05;0.07;\N;0.79;\N;9;78;FALSE;TRUE
300;"Manjuba, frita";40.68;349.33;1461.58;30.14;24.46;270.34;0.00;\N;575.03;31.66;0.21;735.43;0.92;40.61;318.18;0.14;3.24;12.07;12.07;12.07;0.03;0.03;\N;7.27;\N;9;78;FALSE;TRUE
301;"Merluza, filé, assado";70.73;121.91;510.07;26.60;0.92;90.97;0.00;\N;35.91;20.27;0.03;273.20;0.37;119.95;363.57;0.03;0.89;\N;\N;\N;0.05;\N;\N;7.97;\N;9;78;FALSE;TRUE
302;"Merluza, filé, cru";82.07;89.13;372.92;16.61;2.02;57.18;0.00;\N;20.40;27.02;0.01;184.57;0.19;79.50;339.53;\N;0.33;\N;\N;\N;\N;\N;\N;1.34;\N;9;78;FALSE;TRUE
303;"Merluza, filé, frito";63.46;191.63;801.77;26.93;8.50;109.10;0.00;\N;35.63;38.14;0.02;278.93;0.38;89.96;446.62;0.03;0.56;\N;\N;\N;0.05;\N;\N;0.77;\N;9;78;FALSE;TRUE
304;"Pescada, branca, crua";79.57;110.88;463.91;16.26;4.59;50.77;0.00;\N;15.74;19.20;0.01;135.85;0.16;76.17;261.40;\N;0.25;2.77;2.77;2.77;\N;0.04;\N;0.60;\N;9;78;FALSE;TRUE
305;"Pescada, branca, frita";57.00;223.04;933.20;27.36;11.78;165.44;0.00;\N;378.27;30.08;0.06;504.10;0.51;107.23;355.15;0.08;1.12;39.35;39.35;39.35;0.08;0.11;\N;8.07;\N;9;78;FALSE;TRUE
306;"Pescada, filé, com farinha de trigo, frito";53.20;283.43;1185.85;21.44;19.12;72.97;5.03;\N;26.43;28.40;0.07;216.37;0.94;90.51;216.37;0.03;0.43;17.50;17.50;17.50;\N;0.03;\N;0.60;\N;9;78;FALSE;TRUE
307;"Pescada, filé, cru";79.52;107.21;448.55;16.65;4.00;64.84;0.00;\N;13.55;22.80;0.01;141.25;0.17;77.50;253.06;\N;0.25;47.86;47.86;47.86;\N;0.05;\N;3.10;\N;9;78;FALSE;TRUE
308;"Pescada, filé, frito";66.80;154.27;645.47;28.59;3.57;80.81;0.00;\N;10.32;21.12;\N;203.71;0.32;114.91;248.64;0.03;0.61;4.22;4.22;4.22;0.14;\N;\N;8.87;\N;9;78;FALSE;TRUE
309;"Pescada, filé, molho escabeche";74.53;141.96;593.95;11.75;8.02;43.40;5.02;0.78;20.12;18.06;0.08;105.46;1.47;51.29;208.24;0.36;0.29;19.19;\N;\N;\N;0.03;\N;1.10;6.89;9;78;FALSE;TRUE
310;"Pescadinha, crua";80.62;76.41;319.69;15.48;1.14;83.61;0.00;\N;331.60;33.78;0.07;326.82;0.55;120.34;303.83;0.10;0.55;\N;\N;\N;0.08;\N;\N;6.60;\N;9;78;FALSE;TRUE
311;"Pintado, assado";56.98;191.56;801.48;36.45;3.98;125.96;0.00;\N;113.54;42.36;0.08;331.80;0.78;80.95;527.15;0.04;2.10;6.57;6.57;6.57;0.03;\N;\N;6.63;\N;9;78;FALSE;TRUE
312;"Pintado, cru";80.27;91.08;381.09;18.56;1.31;50.30;0.00;\N;12.00;23.70;0.01;174.47;0.22;43.34;293.65;0.03;0.39;\N;\N;\N;\N;\N;\N;4.95;\N;9;78;FALSE;TRUE
313;"Pintado, grelhado";65.49;152.19;636.76;30.80;2.29;99.30;0.00;\N;68.98;26.74;0.03;237.29;0.48;53.09;360.15;0.04;0.76;5.13;5.13;5.13;0.03;\N;\N;2.87;\N;9;78;FALSE;TRUE
314;"Porquinho, cru";79.17;93.02;389.21;20.49;0.61;48.61;0.00;\N;25.88;24.35;0.05;207.30;0.39;66.73;313.42;0.04;0.66;4.65;4.65;4.65;\N;\N;\N;1.19;\N;9;78;FALSE;TRUE
315;"Salmão, filé, com pele, fresco,  grelhado";60.93;228.73;957.01;23.92;14.04;85.31;0.00;\N;28.76;27.79;0.02;299.72;0.54;85.14;383.94;0.04;0.56;\N;\N;\N;0.13;0.06;\N;5.35;\N;9;78;FALSE;TRUE
316;"Salmão, sem pele, fresco, cru";68.98;169.78;710.37;19.25;9.71;53.03;0.00;\N;8.75;27.42;\N;258.80;0.24;64.24;376.50;0.02;0.34;\N;\N;\N;0.20;0.03;\N;3.21;\N;9;78;FALSE;TRUE
317;"Salmão, sem pele, fresco, grelhado";58.13;242.71;1015.48;26.14;14.53;72.82;0.00;\N;15.09;37.86;0.01;352.16;0.37;95.81;517.90;0.04;0.50;\N;\N;\N;0.23;0.03;\N;6.30;\N;9;78;FALSE;TRUE
318;"Sardinha, assada";60.08;164.35;687.64;32.18;2.99;108.99;0.00;\N;437.73;51.36;0.24;577.78;1.25;74.47;574.34;0.14;1.82;\N;\N;\N;0.06;\N;\N;5.83;\N;9;78;FALSE;TRUE
319;"Sardinha, conserva em óleo";55.14;284.98;1192.36;15.94;24.05;72.57;0.00;\N;550.24;35.27;0.11;496.37;3.54;665.84;367.13;0.03;1.64;\N;\N;\N;0.42;0.04;\N;6.55;\N;9;78;FALSE;TRUE
320;"Sardinha, frita";48.49;257.04;1075.46;33.38;12.69;102.87;0.00;\N;482.07;38.83;0.25;628.76;1.12;60.10;459.94;0.14;1.64;\N;\N;\N;0.06;\N;\N;7.10;\N;9;78;FALSE;TRUE
321;"Sardinha, inteira, crua";76.64;113.90;476.56;21.08;2.65;60.50;0.00;\N;167.33;28.53;0.10;293.90;1.34;60.39;312.37;0.13;1.29;\N;\N;\N;\N;0.07;\N;7.70;\N;9;78;FALSE;TRUE
322;"Tucunaré, filé, congelado, cru";79.88;87.69;366.88;17.96;1.22;46.90;-0.05;\N;19.22;25.64;0.01;167.87;0.27;56.55;288.06;0.10;0.44;\N;\N;\N;\N;0.05;\N;0.90;\N;9;78;FALSE;TRUE
323;Apresuntado;73.72;128.86;539.14;13.45;6.69;37.67;2.86;\N;22.58;15.26;0.04;225.39;0.88;942.93;270.07;0.03;1.65;\N;\N;\N;0.62;0.04;\N;0.70;\N;6;49;FALSE;TRUE
324;"Caldo de carne, tablete";2.93;240.62;1006.77;7.82;16.57;\N;15.05;0.58;129.03;22.06;0.02;123.04;\N;22179.67;218.15;\N;\N;\N;\N;\N;0.70;0.07;0.27;\N;\N;13;25;FALSE;TRUE
325;"Caldo de galinha, tablete";3.38;251.45;1052.05;6.28;20.42;2.11;10.65;11.81;16.36;12.79;0.13;48.06;0.69;22299.90;68.03;\N;0.26;\N;\N;\N;0.05;0.04;\N;\N;\N;13;25;FALSE;TRUE
326;"Carne, bovina, acém, moído, cozido";61.62;212.42;888.77;26.69;10.92;103.13;0.00;\N;4.03;17.07;0.01;164.44;2.65;52.36;255.71;0.06;8.10;\N;\N;\N;\N;0.32;\N;1.76;\N;6;28;FALSE;TRUE
327;"Carne, bovina, acém, moído, cru";72.70;136.56;571.38;19.42;5.95;57.94;0.00;\N;2.61;14.14;\N;157.61;1.76;48.61;237.30;0.08;6.33;2.32;2.32;2.32;0.15;0.21;0.03;4.33;\N;6;28;FALSE;TRUE
328;"Carne, bovina, acém, sem gordura, cozido";60.38;214.61;897.93;27.27;10.88;106.75;0.00;\N;7.11;14.44;\N;164.20;2.37;56.17;254.42;0.07;7.97;\N;\N;\N;\N;0.04;0.07;1.63;\N;6;28;FALSE;TRUE
329;"Carne, bovina, acém, sem gordura, cru";71.52;144.03;602.62;20.82;6.11;53.37;0.00;\N;4.72;13.28;\N;144.19;1.51;49.85;233.65;0.04;5.21;2.17;2.17;2.17;0.12;0.12;\N;2.33;\N;6;28;FALSE;TRUE
330;"Carne, bovina, almôndegas, cruas";64.28;189.26;791.85;12.31;11.20;33.60;9.79;\N;22.23;23.75;0.17;144.93;1.56;621.25;328.24;0.15;2.33;\N;\N;\N;0.11;0.04;\N;2.20;\N;6;28;FALSE;TRUE
331;"Carne, bovina, almôndegas, fritas";48.09;271.81;1137.27;18.16;15.78;36.38;14.29;\N;26.76;48.12;0.41;244.30;1.91;1030.26;536.10;0.19;2.61;\N;\N;\N;0.13;0.07;\N;6.60;\N;6;28;FALSE;TRUE
332;"Carne, bovina, bucho, cozido";74.12;133.02;556.57;21.64;4.50;245.47;0.00;\N;13.21;7.41;0.01;62.63;0.58;38.20;69.81;0.05;2.49;\N;\N;\N;\N;\N;\N;2.18;\N;6;28;FALSE;TRUE
333;"Carne, bovina, bucho, cru";74.97;137.30;574.48;20.53;5.50;144.90;0.00;\N;9.07;6.40;0.01;61.42;0.47;45.00;84.57;0.06;2.13;\N;\N;\N;\N;\N;\N;2.13;\N;6;28;FALSE;TRUE
334;"Carne, bovina, capa de contra-filé, com gordura, crua";64.77;216.91;907.55;19.20;14.96;62.81;0.00;\N;5.86;17.45;0.01;144.19;1.51;57.54;266.89;0.06;3.54;3.76;3.76;3.76;0.09;0.09;0.12;1.55;\N;6;28;FALSE;TRUE
335;"Carne, bovina, capa de contra-filé, com gordura, grelhada";47.88;311.70;1304.16;30.69;20.03;120.43;0.00;\N;7.26;18.38;\N;213.63;2.59;80.51;323.45;0.13;6.20;\N;\N;\N;\N;0.06;\N;1.74;\N;6;28;FALSE;TRUE
